og	go	type	evidence
749511at2759	GO:0032331	P	ISO
749511at2759	GO:0032332	P	ISO
749511at2759	GO:0035136	P	IMP
749511at2759	GO:0035137	P	IMP
749511at2759	GO:0036122	F	ISO
749511at2759	GO:0040014	P	IMP
749511at2759	GO:0042802	F	ISO
749511at2759	GO:0043524	P	ISO
749511at2759	GO:0043932	P	IEA
749511at2759	GO:0045666	P	ISO
749511at2759	GO:0050680	P	ISO
749511at2759	GO:0051216	P	IEA
749511at2759	GO:0060390	P	ISO
749511at2759	GO:0060395	P	ISO
749511at2759	GO:0060591	P	ISO
749511at2759	GO:2001054	P	IMP
116688at2759	GO:0005886	C	IEA
1235709at2759	GO:0005515	F	IPI
1566576at2759	GO:0007430	P	IEA
1566576at2759	GO:0033181	C	IEA
754103at2759	GO:0019233	P	IEA
754103at2759	GO:0032024	P	IEA
754103at2759	GO:0032230	P	IEA
754103at2759	GO:0034394	P	IEA
754103at2759	GO:0035641	P	IEA
754103at2759	GO:0050839	F	IEA
754103at2759	GO:0050885	P	IEA
754103at2759	GO:0051932	P	IEA
754103at2759	GO:0072578	P	IEA
754103at2759	GO:0097116	P	IEA
754103at2759	GO:0097151	P	IEA
754103at2759	GO:0098690	C	IEA
754103at2759	GO:0098691	C	IEA
754103at2759	GO:0098982	C	IEA
754103at2759	GO:0099060	C	IEA
754103at2759	GO:1902474	P	IEA
754103at2759	GO:1904862	P	IEA
929897at2759	GO:0004849	F	ISS
929897at2759	GO:0043771	F	ISS
929897at2759	GO:0044206	P	ISS
929897at2759	GO:0044211	P	ISS
1059849at2759	GO:0010487	F	IEA
1235709at2759	GO:0005694	C	IEA
1235709at2759	GO:0005856	C	IEA
1235709at2759	GO:0006915	P	IEA
1235709at2759	GO:0042995	C	IEA
402900at2759	GO:0000428	C	IEA
434404at2759	GO:0001525	P	IEA
434404at2759	GO:0030506	F	IEA
434404at2759	GO:0045162	P	IEA
750855at2759	GO:0007188	P	IEA
750855at2759	GO:0045886	P	IEA
1206249at2759	GO:0004833	F	ISA
1206249at2759	GO:0006508	P	RCA
1206249at2759	GO:0008643	P	RCA
1206249at2759	GO:0034354	P	ISA
1206249at2759	GO:0036171	P	IMP
1434689at2759	GO:0009055	F	IEA
1588694at2759	GO:0005737	C	IEA
159407at2759	GO:0003964	F	IEA
159407at2759	GO:0004523	F	IEA
159407at2759	GO:0006278	P	IEA
159407at2759	GO:0008270	F	IEA
204282at2759	GO:0005802	C	ISS
204282at2759	GO:0005829	C	ISO
204282at2759	GO:0009267	P	IGI
204282at2759	GO:0010508	P	ISO
204282at2759	GO:0016236	P	IGI
204282at2759	GO:0030276	F	ISS
204282at2759	GO:0031982	C	ISS
204282at2759	GO:0036092	P	IGI
204282at2759	GO:0071583	P	IMP
204282at2759	GO:0090050	P	ISO
204282at2759	GO:1905037	P	IGI
335596at2759	GO:0005515	F	IPI
335596at2759	GO:0005634	C	IEA
335596at2759	GO:0005694	C	IEA
335596at2759	GO:0016020	C	IEA
335596at2759	GO:0016021	C	IEA
335596at2759	GO:0051321	P	IEA
682656at2759	GO:0032790	P	IBA
552415at2759	GO:0016491	F	IEA
1276527at2759	GO:0005740	C	IEA
1276527at2759	GO:0005743	C	IEA
1348942at2759	GO:0005829	C	IEA
1348942at2759	GO:0019898	C	IEA
1348942at2759	GO:0045943	P	IEA
224758at2759	GO:0000242	C	IEA
224758at2759	GO:0005813	C	IEA
224758at2759	GO:0005814	C	IEA
224758at2759	GO:0007098	P	IEA
224758at2759	GO:0007288	P	IEA
224758at2759	GO:0007338	P	IEA
224758at2759	GO:0008356	P	IEA
224758at2759	GO:0036064	C	IEA
224758at2759	GO:1903723	P	IEA
224758at2759	GO:1905515	P	IEA
877394at2759	GO:0046686	P	IEA
877394at2759	GO:0051597	P	IEA
877394at2759	GO:0071425	P	IEA
1120393at2759	GO:0019887	F	ISS
1120393at2759	GO:0045859	P	ISS
543764at2759	GO:0003723	F	HDA
543764at2759	GO:0005515	F	IPI
543764at2759	GO:0005654	C	TAS
543764at2759	GO:0030488	P	IDA
543764at2759	GO:0031515	C	IPI
543764at2759	GO:0080009	P	IDA
837213at2759	GO:0004842	F	IDA
837213at2759	GO:0010804	P	ISO
837213at2759	GO:0031397	P	IGI
837213at2759	GO:0032480	P	IMP
837213at2759	GO:0045751	P	IGI
837213at2759	GO:0050829	P	IMP
837213at2759	GO:0061630	F	IMP
837213at2759	GO:0070428	P	IMP
837213at2759	GO:0070434	P	IMP
837213at2759	GO:0070534	P	IDA
837213at2759	GO:2001237	P	ISO
105366at2759	GO:0004644	F	IBA
105366at2759	GO:0005737	C	IBA
105366at2759	GO:0006189	P	IBA
1462460at2759	GO:0005179	F	ISS
1462460at2759	GO:0006879	P	ISS
754103at2759	GO:0005102	F	ISO
754103at2759	GO:0005615	C	ISO
754103at2759	GO:0005783	C	ISO
754103at2759	GO:0005794	C	ISO
754103at2759	GO:0006590	P	ISO
754103at2759	GO:0009268	P	ISO
754103at2759	GO:0015705	P	IMP
754103at2759	GO:0030878	P	IEA
754103at2759	GO:0031641	P	IMP
754103at2759	GO:0032991	C	ISO
754103at2759	GO:0042403	P	IMP
754103at2759	GO:0043168	F	ISO
754103at2759	GO:0045056	P	ISO
754103at2759	GO:0048471	C	ISO
754103at2759	GO:0051087	F	ISO
908470at2759	GO:0038023	F	IEA
1161089at2759	GO:0005515	F	IPI
1161089at2759	GO:0005634	C	IDA
1161089at2759	GO:0005681	C	IEA
1161089at2759	GO:0006397	P	IEA
1161089at2759	GO:0008380	P	IEA
1161089at2759	GO:0009640	P	IMP
1161089at2759	GO:0016607	C	IEA
1161089at2759	GO:0097167	P	IMP
1161089at2759	GO:2000306	P	IMP
237390at2759	GO:0005576	C	IDA
237390at2759	GO:0006555	P	RCA
237390at2759	GO:0008705	F	IMP
237390at2759	GO:0009086	P	IMP
621852at2759	GO:0016791	F	IEA
1171861at2759	GO:0007417	P	IMP
1171861at2759	GO:0007422	P	IMP
1171861at2759	GO:0021782	P	IMP
1171861at2759	GO:0048137	P	IMP
1602458at2759	GO:0032281	C	IEA
1602458at2759	GO:0035249	P	IEA
1602458at2759	GO:0042391	P	IEA
1602458at2759	GO:0043198	C	IEA
1602458at2759	GO:0051668	P	IEA
1602458at2759	GO:0098962	P	IEA
1602458at2759	GO:0098978	C	IEA
1602458at2759	GO:0099061	C	IEA
1602458at2759	GO:1902684	P	IEA
1602458at2759	GO:1903743	P	IEA
1602458at2759	GO:2000310	P	IEA
1602458at2759	GO:2000311	P	IDA
496522at2759	GO:0000166	F	IEA
496522at2759	GO:0004674	F	IEA
496522at2759	GO:0004712	F	IEA
496522at2759	GO:0005515	F	IPI
496522at2759	GO:0016740	F	IEA
496522at2759	GO:0106310	F	IEA
754103at2759	GO:0006693	P	IEA
901158at2759	GO:0015018	F	IDA
901158at2759	GO:0016021	C	NAS
901158at2759	GO:0016051	P	IMP
1159451at2759	GO:0016540	P	IEA
1235709at2759	GO:0000209	P	ISO
1235709at2759	GO:0006275	P	ISO
1235709at2759	GO:0016570	P	ISO
1235709at2759	GO:0043966	P	ISO
1235709at2759	GO:0043981	P	ISO
1235709at2759	GO:0043982	P	ISO
1235709at2759	GO:0043983	P	ISO
1235709at2759	GO:0043984	P	ISO
1235709at2759	GO:0050767	P	ISO
1235709at2759	GO:0050769	P	ISO
1235709at2759	GO:0051726	P	ISO
1235709at2759	GO:0051865	P	ISO
1235709at2759	GO:0060395	P	ISO
1235709at2759	GO:0061630	F	ISO
1235709at2759	GO:1990138	P	ISO
1235709at2759	GO:2000278	P	ISO
268649at2759	GO:0030148	P	IEA
335596at2759	GO:0000781	C	IBA
335596at2759	GO:0000800	C	IBA
335596at2759	GO:0005640	C	IBA
335596at2759	GO:0007015	P	IBA
335596at2759	GO:0007129	P	IBA
335596at2759	GO:0034397	P	IBA
335596at2759	GO:0034993	C	IBA
335596at2759	GO:0051225	P	IBA
335596at2759	GO:0051653	P	IBA
335596at2759	GO:0070840	F	IBA
335596at2759	GO:0090172	P	IBA
335596at2759	GO:0090220	P	IBA
335596at2759	GO:0090619	C	IBA
500676at2759	GO:0016020	C	IEA
500676at2759	GO:0016021	C	IEA
785883at2759	GO:0016301	F	IEA
785883at2759	GO:0031969	C	IEA
785883at2759	GO:0046872	F	IEA
1133270at2759	GO:0000375	P	ISS
1133270at2759	GO:0005732	C	ISS
307186at2759	GO:0003743	F	IEA
307186at2759	GO:0006413	P	IEA
408678at2759	GO:0005814	C	IBA
408678at2759	GO:0007099	P	IBA
785883at2759	GO:0004497	F	IEA
785883at2759	GO:0005506	F	IEA
785883at2759	GO:0016705	F	IEA
785883at2759	GO:0020037	F	IEA
1183210at2759	GO:0045730	P	IEA
1183210at2759	GO:0050832	P	IEA
160363at2759	GO:0004359	F	IEA
160363at2759	GO:0016787	F	IEA
204282at2759	GO:0005770	C	ISO
204282at2759	GO:0007032	P	IMP
204282at2759	GO:0016236	P	ISO
204282at2759	GO:0016485	P	IMP
204282at2759	GO:0032465	P	ISO
204282at2759	GO:0035004	F	IMP
204282at2759	GO:0035032	C	ISO
204282at2759	GO:0042149	P	ISO
204282at2759	GO:0043201	P	IEP
204282at2759	GO:0045022	P	ISO
204282at2759	GO:0048015	P	IDA
204282at2759	GO:0050708	P	IMP
204282at2759	GO:0052742	F	IEA
345023at2759	GO:0003700	F	IEA
345023at2759	GO:0005634	C	IEA
345023at2759	GO:0006357	P	IEA
345023at2759	GO:0007427	P	IEA
345023at2759	GO:0016348	P	IEA
345023at2759	GO:0032991	C	IEA
345023at2759	GO:0035147	P	IEA
345023at2759	GO:0043565	F	IEA
345023at2759	GO:0046982	F	IEA
355421at2759	GO:0016301	F	IEA
355421at2759	GO:0016310	P	IEA
121113at2759	GO:0005886	C	IEA
239732at2759	GO:0003729	F	IBA
239732at2759	GO:0005737	C	IBA
239732at2759	GO:0010608	P	IBA
239732at2759	GO:0061158	P	IBA
359213at2759	GO:0003746	F	IEA
359213at2759	GO:0006412	P	IEA
359213at2759	GO:0006414	P	IEA
1060606at2759	GO:0016213	F	IEA
1193442at2759	GO:0009553	P	IEA
1193442at2759	GO:0009555	P	IEA
1278637at2759	GO:0043065	P	IDA
1278637at2759	GO:0046982	F	IDA
1560268at2759	GO:0000139	C	IEA
1560268at2759	GO:0005829	C	IEA
1560268at2759	GO:0006888	P	IEA
1560268at2759	GO:0042147	P	IEA
788659at2759	GO:0001525	P	IMP
788659at2759	GO:0001568	P	ISS
788659at2759	GO:0001569	P	ISS
788659at2759	GO:0005737	C	IDA
788659at2759	GO:0005886	C	IDA
788659at2759	GO:0030154	P	IEA
788659at2759	GO:0060182	F	IDA
788659at2759	GO:0060183	P	IMP
792708at2759	GO:0061055	P	IEA
1276527at2759	GO:0004067	F	IEA
1553482at2759	GO:0005576	C	IEA
1553482at2759	GO:0006952	P	IEA
1553482at2759	GO:0019731	P	IEA
1553482at2759	GO:0050830	P	IEA
162721at2759	GO:0005515	F	IPI
754103at2759	GO:0006644	P	IEA
1099858at2759	GO:0044248	P	IEA
1099858at2759	GO:1901575	P	IEA
1353361at2759	GO:0001315	P	ISS
1353361at2759	GO:0004784	F	ISS
1353361at2759	GO:0006357	P	ISS
1353361at2759	GO:0006801	P	ISS
1353361at2759	GO:0030145	F	ISS
525938at2759	GO:0005783	C	IEA
525938at2759	GO:0005789	C	IEA
525938at2759	GO:0006811	P	IEA
525938at2759	GO:0006816	P	IEA
525938at2759	GO:0030176	C	IEA
525938at2759	GO:2001256	P	IEA
871849at2759	GO:0036204	F	IEA
1059849at2759	GO:0009926	P	IEA
1059849at2759	GO:0010087	P	IEA
1059849at2759	GO:0048759	P	IEA
1263874at2759	GO:0006139	P	IEA
1263874at2759	GO:0019205	F	IEA
1404665at2759	GO:0005509	F	IEA
1422450at2759	GO:0030018	C	IDA
1588694at2759	GO:0010087	P	IEA
1588694at2759	GO:0016604	C	IEA
1588694at2759	GO:0032875	P	IEA
1588694at2759	GO:0032876	P	IEA
370022at2759	GO:0000027	P	RCA
370022at2759	GO:0000472	P	RCA
63138at2759	GO:0016787	F	IEA
1174514at2759	GO:0050808	P	IEA
617388at2759	GO:0000151	C	IDA
617388at2759	GO:0004842	F	IDA
617388at2759	GO:0005515	F	IPI
617388at2759	GO:0005886	C	IDA
617388at2759	GO:0031410	C	IEA
617388at2759	GO:0043231	C	IDA
617388at2759	GO:0043410	P	IDA
617388at2759	GO:0070372	P	IMP
617388at2759	GO:2001235	P	IMP
924307at2759	GO:0000137	C	ISO
924307at2759	GO:0005737	C	ISO
924307at2759	GO:0005783	C	ISO
924307at2759	GO:0005789	C	ISO
924307at2759	GO:0019538	P	ISO
924307at2759	GO:0042984	P	ISO
1161089at2759	GO:0006888	P	IDA
1161089at2759	GO:0090158	P	IDA
912212at2759	GO:0046872	F	IEA
1114069at2759	GO:0046983	F	IEA
1215335at2759	GO:0000122	P	IEA
1215335at2759	GO:0001093	F	IEA
1215335at2759	GO:0032968	P	IEA
1215335at2759	GO:0051123	P	IEA
1215335at2759	GO:0061629	F	IEA
1224210at2759	GO:0005886	C	ISO
1224210at2759	GO:0016020	C	ISO
1224210at2759	GO:0097197	C	ISO
1263397at2759	GO:0001525	P	IEA
1263397at2759	GO:0001569	P	IEA
1263397at2759	GO:0001570	P	IBA
1263397at2759	GO:0001934	P	IEA
1263397at2759	GO:0001947	P	IEA
1263397at2759	GO:0003148	P	IEA
1263397at2759	GO:0003198	P	IEA
1263397at2759	GO:0003203	P	IEA
1263397at2759	GO:0003208	P	IEA
1263397at2759	GO:0003209	P	IEA
1263397at2759	GO:0003222	P	IEA
1263397at2759	GO:0003273	P	IEA
1263397at2759	GO:0005534	F	IEA
1263397at2759	GO:0006355	P	IEA
1263397at2759	GO:0007507	P	IEA
1263397at2759	GO:0010629	P	IEA
1263397at2759	GO:0010862	P	IEA
1263397at2759	GO:0016604	C	IEA
1263397at2759	GO:0022009	P	IEA
1263397at2759	GO:0030336	P	IEA
1263397at2759	GO:0030513	P	IEA
1263397at2759	GO:0031953	P	IEA
1263397at2759	GO:0034713	F	IEA
1263397at2759	GO:0035912	P	IEA
1263397at2759	GO:0036122	F	IEA
1263397at2759	GO:0042802	F	IEA
1263397at2759	GO:0042803	F	IEA
1263397at2759	GO:0045766	P	IEA
1263397at2759	GO:0045944	P	IEA
1263397at2759	GO:0048745	P	IEA
1263397at2759	GO:0048844	P	IEA
1263397at2759	GO:0048845	P	IEA
1263397at2759	GO:0051897	P	IEA
1263397at2759	GO:0055009	P	IEA
1263397at2759	GO:0072563	C	IEA
1263397at2759	GO:0097084	P	IEA
1263397at2759	GO:1905007	P	IEA
1263397at2759	GO:1905065	P	IEA
1263397at2759	GO:1905222	P	IEA
1362234at2759	GO:0035335	P	IEA
1371520at2759	GO:0004668	F	IEA
1371520at2759	GO:0009446	P	IEA
1508191at2759	GO:0002082	P	ISO
1508191at2759	GO:0005739	C	HDA
1508191at2759	GO:0005743	C	IDA
1508191at2759	GO:0005758	C	IDA
1508191at2759	GO:0016020	C	IEA
1508191at2759	GO:0016604	C	ISO
1508191at2759	GO:0034551	P	ISO
1508191at2759	GO:0042645	C	ISO
1508191at2759	GO:0050796	P	IMP
1508191at2759	GO:0070131	P	ISO
1508191at2759	GO:2001014	P	IMP
408622at2759	GO:0000387	P	ISS
408622at2759	GO:0005634	C	ISS
408622at2759	GO:0005829	C	ISS
408622at2759	GO:0006349	P	ISS
408622at2759	GO:0018216	P	ISS
408622at2759	GO:0034969	P	ISS
408622at2759	GO:0043046	P	ISS
408622at2759	GO:0044020	F	ISS
500676at2759	GO:0004497	F	IEA
500676at2759	GO:0005506	F	IEA
500676at2759	GO:0016491	F	IEA
500676at2759	GO:0016705	F	IEA
500676at2759	GO:0020037	F	IEA
1022953at2759	GO:0000001	P	IEA
1022953at2759	GO:0004596	F	IEA
1022953at2759	GO:0006474	P	IEA
1022953at2759	GO:0007010	P	IEA
1022953at2759	GO:0017196	P	IEA
1022953at2759	GO:0032956	P	IEA
1377646at2759	GO:0005515	F	IPI
1424146at2759	GO:0016491	F	IEA
1542938at2759	GO:0016021	C	IEA
750855at2759	GO:0004939	F	TAS
750855at2759	GO:0005085	F	IDA
750855at2759	GO:0005887	C	TAS
750855at2759	GO:0007190	P	TAS
750855at2759	GO:0030165	F	IPI
750855at2759	GO:0031694	F	IPI
750855at2759	GO:0043547	P	IDA
750855at2759	GO:0046982	F	IPI
750855at2759	GO:0071880	P	IDA
1422450at2759	GO:0005634	C	IBA
1422450at2759	GO:0007166	P	IEA
204282at2759	GO:0003677	F	IEA
204282at2759	GO:0004386	F	IEA
204282at2759	GO:0016787	F	IEA
359213at2759	GO:0009536	C	IEA
359213at2759	GO:0009579	C	IEA
400911at2759	GO:0000166	F	IEA
400911at2759	GO:0004478	F	IEA
400911at2759	GO:0005524	F	IEA
400911at2759	GO:0006556	P	IEA
400911at2759	GO:0006730	P	IEA
1377646at2759	GO:0008021	C	ISS
1377646at2759	GO:0016020	C	IEA
1377646at2759	GO:0030054	C	IEA
1377646at2759	GO:0030672	C	IEA
1377646at2759	GO:0031410	C	IEA
1377646at2759	GO:0042995	C	IEA
1377646at2759	GO:0044305	C	ISS
1377646at2759	GO:0045202	C	IEA
1377646at2759	GO:0048786	C	IEA
1377646at2759	GO:0051966	P	ISS
1494604at2759	GO:0044238	P	IEA
1494604at2759	GO:0044260	P	IEA
203278at2759	GO:0000049	F	ISO
203278at2759	GO:0003729	F	ISO
203278at2759	GO:0005049	F	ISO
203278at2759	GO:0005634	C	ISO
203278at2759	GO:0005737	C	ISO
203278at2759	GO:0016442	C	ISO
203278at2759	GO:0035281	P	ISO
203278at2759	GO:0042565	C	ISO
203278at2759	GO:0070883	F	ISO
203278at2759	GO:1900370	P	ISO
203278at2759	GO:1905172	F	ISO
1225872at2759	GO:0033355	P	IEA
754103at2759	GO:0002087	P	ISS
754103at2759	GO:0005886	C	TAS
754103at2759	GO:0006898	P	ISS
754103at2759	GO:0007416	P	ISS
754103at2759	GO:0007612	P	IMP
754103at2759	GO:0030139	C	ISS
754103at2759	GO:0030534	P	IMP
754103at2759	GO:0035176	P	IMP
754103at2759	GO:0048675	P	ISS
754103at2759	GO:0050808	P	IMP
754103at2759	GO:0050839	F	ISS
754103at2759	GO:0051968	P	ISS
754103at2759	GO:0060024	P	ISS
754103at2759	GO:0060076	C	IDA
754103at2759	GO:0060080	P	ISS
754103at2759	GO:0071625	P	IMP
754103at2759	GO:0089717	C	TAS
754103at2759	GO:0097110	F	IPI
754103at2759	GO:0098983	C	TAS
754103at2759	GO:0098985	C	TAS
754103at2759	GO:0099054	P	TAS
754103at2759	GO:0099055	C	ISS
754103at2759	GO:2000463	P	ISS
754103at2759	GO:2000969	P	ISS
93889at2759	GO:0009507	C	IEA
93889at2759	GO:0010205	P	IEA
1584810at2759	GO:0000243	C	IEA
1584810at2759	GO:0003729	F	IEA
1584810at2759	GO:0005682	C	IEA
1584810at2759	GO:0036261	P	IEA
1584810at2759	GO:0071004	C	IEA
1615913at2759	GO:0005654	C	IDA
1615913at2759	GO:0005886	C	IDA
327628at2759	GO:0008643	P	RCA
69768at2759	GO:0000785	C	ISO
69768at2759	GO:0001656	P	ISO
69768at2759	GO:0002088	P	ISO
69768at2759	GO:0003007	P	ISO
69768at2759	GO:0007064	P	ISO
69768at2759	GO:0008156	P	ISO
69768at2759	GO:0009952	P	ISO
69768at2759	GO:0060021	P	ISO
69768at2759	GO:0097402	P	ISO
7189at2759	GO:0005694	C	IEA
7189at2759	GO:0005700	C	IDA
7189at2759	GO:0005703	C	IDA
7189at2759	GO:0005737	C	IEA
7189at2759	GO:0035222	P	IGI
7189at2759	GO:0043486	P	IDA
913304at2759	GO:0016628	F	IEA
1534863at2759	GO:0016021	C	IEA
1094172at2759	GO:0019367	P	IMP
1094172at2759	GO:0042761	P	IMP
1373724at2759	GO:0016020	C	IEA
1373724at2759	GO:0016021	C	IEA
7189at2759	GO:0035675	P	IEA
960152at2759	GO:0002024	P	IMP
960152at2759	GO:0004222	F	IDA
960152at2759	GO:0005739	C	IDA
960152at2759	GO:0005743	C	ISO
960152at2759	GO:0006006	P	IMP
960152at2759	GO:0006515	P	ISO
960152at2759	GO:0006629	P	IMP
960152at2759	GO:0007005	P	IGI
960152at2759	GO:0008289	F	IEA
960152at2759	GO:0010637	P	ISO
960152at2759	GO:0016540	P	IDA
960152at2759	GO:0031638	P	IDA
960152at2759	GO:0031966	C	ISO
960152at2759	GO:0033108	P	IMP
960152at2759	GO:0034982	P	ISS
960152at2759	GO:0042407	P	IGI
960152at2759	GO:0043065	P	ISO
960152at2759	GO:0097009	P	IMP
960152at2759	GO:0120162	P	IMP
960152at2759	GO:0140467	P	ISO
960152at2759	GO:0140468	P	ISO
960152at2759	GO:1903850	P	ISO
1022953at2759	GO:0003676	F	IEA
1094172at2759	GO:0009922	F	ISO
1094172at2759	GO:0019367	P	ISO
1094172at2759	GO:0034626	P	ISO
1094172at2759	GO:0042761	P	ISO
1154369at2759	GO:0016301	F	IEA
1154369at2759	GO:0016310	P	IEA
1250566at2759	GO:0051607	P	IBA
1272857at2759	GO:0005634	C	ISS
1272857at2759	GO:0005737	C	ISS
1272857at2759	GO:0017070	F	ISS
1272857at2759	GO:0033120	P	ISS
1272857at2759	GO:0036002	F	ISS
1272857at2759	GO:0045292	P	ISS
1272857at2759	GO:0071466	P	ISS
1337630at2759	GO:0014032	P	IEA
1337630at2759	GO:0021591	P	IEA
1337630at2759	GO:0030318	P	IEA
1337630at2759	GO:0035195	P	IEA
1337630at2759	GO:0050767	P	IEA
1337630at2759	GO:1904888	P	IEA
1588694at2759	GO:0005515	F	IPI
1588694at2759	GO:0005634	C	IEA
1588694at2759	GO:0010087	P	IMP
1588694at2759	GO:0016567	P	IEA
1588694at2759	GO:0016604	C	IDA
1588694at2759	GO:0032875	P	IMP
1588694at2759	GO:0032876	P	IMP
1588694at2759	GO:0051301	P	IMP
1630404at2759	GO:0005615	C	IBA
1630404at2759	GO:0042056	F	IBA
1630404at2759	GO:0042742	P	IBA
1630404at2759	GO:0050829	P	IEA
1630404at2759	GO:0050830	P	IEA
1630404at2759	GO:0051873	P	IEA
1630404at2759	GO:0060326	P	IBA
338303at2759	GO:0009966	P	IEA
468996at2759	GO:0005634	C	IEA
468996at2759	GO:0005635	C	IEA
468996at2759	GO:0005783	C	IEA
468996at2759	GO:0007568	P	IEA
468996at2759	GO:0009627	P	IEA
468996at2759	GO:0009723	P	IEA
468996at2759	GO:0048573	P	IEA
52746at2759	GO:0004674	F	IEA
52746at2759	GO:0005524	F	IEA
52746at2759	GO:0006468	P	IEA
52746at2759	GO:0016301	F	IEA
52746at2759	GO:0016310	P	IEA
7189at2759	GO:0000077	P	IBA
7189at2759	GO:0000723	P	IBA
7189at2759	GO:0004674	F	IBA
7189at2759	GO:0006468	P	IBA
754103at2759	GO:0007528	P	IMP
754103at2759	GO:0051124	P	IMP
754103at2759	GO:0097109	F	IPI
754103at2759	GO:0097115	P	IMP
754103at2759	GO:0098820	C	IPI
754103at2759	GO:0099055	C	IDA
894595at2759	GO:0005737	C	IEA
894595at2759	GO:0008652	P	IEA
894595at2759	GO:0008839	F	IEA
894595at2759	GO:0009085	P	IEA
894595at2759	GO:0009089	P	IEA
894595at2759	GO:0019877	P	IEA
1094172at2759	GO:0000212	P	IEA
1094172at2759	GO:0000915	P	IEA
1094172at2759	GO:0007110	P	IEA
1094172at2759	GO:0007111	P	IEA
1094172at2759	GO:0007112	P	IEA
1094172at2759	GO:0042811	P	IEA
1094172at2759	GO:0051225	P	IEA
1390068at2759	GO:0004553	F	IEA
1390068at2759	GO:0005975	P	IEA
1390068at2759	GO:0008152	P	IEA
1390068at2759	GO:0016787	F	IEA
1390068at2759	GO:0016798	F	IEA
1390068at2759	GO:0031176	F	IEA
1390068at2759	GO:0045493	P	IEA
159407at2759	GO:0007294	P	IEA
159407at2759	GO:0007367	P	IEA
159407at2759	GO:0017148	P	IEA
159407at2759	GO:0019899	F	IEA
159407at2759	GO:0030727	P	IEA
159407at2759	GO:0031507	P	IEA
159407at2759	GO:0035195	P	IEA
159407at2759	GO:0036099	P	IEA
159407at2759	GO:0046959	P	IEA
159407at2759	GO:0048471	C	IEA
159407at2759	GO:0070922	P	IEA
159407at2759	GO:0090328	P	IEA
1337630at2759	GO:0000003	P	IEA
1337630at2759	GO:0000737	P	IEA
1337630at2759	GO:0002119	P	IEA
1337630at2759	GO:0004530	F	IEA
1337630at2759	GO:0006309	P	IEA
1337630at2759	GO:0006401	P	IEA
1337630at2759	GO:0008355	P	IEA
1337630at2759	GO:0034470	P	IEA
1337630at2759	GO:0035262	P	IEA
1337630at2759	GO:0040034	P	IEA
1337630at2759	GO:0050830	P	IEA
1337630at2759	GO:2000636	P	IEA
1411806at2759	GO:0033316	P	IEA
1411806at2759	GO:0034506	C	IEA
1411806at2759	GO:0042802	F	IEA
1411806at2759	GO:0044732	C	IEA
1411806at2759	GO:0045143	P	IEA
1411806at2759	GO:0051315	P	IEA
1411806at2759	GO:0060629	P	IEA
1411806at2759	GO:0071957	C	IEA
1411806at2759	GO:0072370	P	IEA
1411806at2759	GO:0072371	F	IEA
1411806at2759	GO:1905318	P	IEA
1411806at2759	GO:1990298	C	IEA
1411806at2759	GO:1990758	P	IEA
1411806at2759	GO:1990813	P	IEA
204282at2759	GO:0022857	F	IEA
204282at2759	GO:0055085	P	IEA
338303at2759	GO:0003924	F	IEA
500676at2759	GO:0030544	F	IEA
54215at2759	GO:0007417	P	IMP
54215at2759	GO:0048589	P	IMP
682656at2759	GO:0000177	C	IDA
682656at2759	GO:0005737	C	IEA
682656at2759	GO:0005829	C	IDA
682656at2759	GO:0046039	P	IDA
682656at2759	GO:0061014	P	IDA
1584810at2759	GO:0043186	C	IDA
54215at2759	GO:0009506	C	HDA
54215at2759	GO:0042735	C	IPI
727365at2759	GO:0016319	P	IEA
1022953at2759	GO:0005507	F	IEA
1022953at2759	GO:0005576	C	IEA
1022953at2759	GO:0016491	F	IEA
1022953at2759	GO:0046274	P	IEA
1022953at2759	GO:0046872	F	IEA
1022953at2759	GO:0048046	C	IEA
1022953at2759	GO:0052716	F	IEA
1235709at2759	GO:0070776	C	IBA
166846at2759	GO:0008942	F	IEA
47111at2759	GO:0005925	C	ISS
47111at2759	GO:0006911	P	ISS
47111at2759	GO:1903919	P	ISS
47111at2759	GO:1903923	P	ISS
608695at2759	GO:0018105	P	IEA
1546666at2759	GO:0005509	F	IEA
1546666at2759	GO:0046872	F	IEA
1422013at2759	GO:0005654	C	IDA
1422013at2759	GO:0005829	C	IDA
1422013at2759	GO:0006479	P	TAS
1422013at2759	GO:0008757	F	ISS
1422013at2759	GO:0016604	C	IDA
1422013at2759	GO:0042254	P	ISS
1422013at2759	GO:0043231	C	IDA
1546666at2759	GO:0016020	C	IEA
1546666at2759	GO:0016021	C	IEA
298283at2759	GO:0015711	P	IEA
563553at2759	GO:0000209	P	ISO
563553at2759	GO:0000785	C	ISO
563553at2759	GO:0005634	C	ISO
563553at2759	GO:0008284	P	ISO
563553at2759	GO:0042974	F	ISO
563553at2759	GO:0043066	P	ISO
563553at2759	GO:0043161	P	ISO
563553at2759	GO:0045596	P	ISO
563553at2759	GO:0045892	P	ISO
563553at2759	GO:0048387	P	ISO
749511at2759	GO:0017015	P	ISO
944155at2759	GO:0005739	C	IEA
944155at2759	GO:0032366	P	IEA
944155at2759	GO:0032541	C	IEA
944155at2759	GO:0032934	F	IEA
944155at2759	GO:0120015	F	IEA
1089743at2759	GO:0006979	P	IEA
1089743at2759	GO:0042559	P	IEA
1411806at2759	GO:0010997	F	IEA
1411806at2759	GO:0033597	C	IEA
1411806at2759	GO:0045841	P	IEA
