og	go	type	evidence
7189at2759	GO:0080135	P	IEA
792708at2759	GO:0031248	C	IPI
912212at2759	GO:0002476	P	IBA
912212at2759	GO:0005615	C	IBA
912212at2759	GO:0009897	C	IBA
1089743at2759	GO:0016020	C	IEA
1089743at2759	GO:0016021	C	IEA
1224210at2759	GO:0005886	C	IEA
1224210at2759	GO:0097197	C	IEA
1224317at2759	GO:0016021	C	IEA
1472248at2759	GO:0048856	P	IEA
166846at2759	GO:0005739	C	IEA
166846at2759	GO:0005741	C	IEA
204282at2759	GO:0005515	F	IPI
204282at2759	GO:0005654	C	IDA
204282at2759	GO:0005783	C	IEA
204282at2759	GO:0005829	C	IDA
204282at2759	GO:0005886	C	IDA
204282at2759	GO:0014065	P	IBA
204282at2759	GO:0016303	F	IDA
204282at2759	GO:0035005	F	IDA
204282at2759	GO:0043231	C	IDA
237390at2759	GO:0003729	F	IEA
237390at2759	GO:0005829	C	IEA
237390at2759	GO:0008705	F	IEA
280917at2759	GO:0009793	P	IEA
280917at2759	GO:0009826	P	IEA
280917at2759	GO:0009933	P	IEA
280917at2759	GO:0010016	P	IEA
280917at2759	GO:0045053	P	IEA
280917at2759	GO:0048507	P	IEA
878533at2759	GO:0006811	P	IEA
878533at2759	GO:0006812	P	IEA
878533at2759	GO:0006813	P	IEA
878533at2759	GO:0008324	F	IEA
878533at2759	GO:0015079	F	IEA
878533at2759	GO:0055085	P	IEA
878533at2759	GO:0071805	P	IEA
1099858at2759	GO:0071704	P	IEA
113612at2759	GO:0006325	P	IEA
1451737at2759	GO:0007094	P	IBA
1451737at2759	GO:0034501	P	IBA
253485at2759	GO:0000118	C	IEA
253485at2759	GO:0000122	P	IEA
253485at2759	GO:0000776	C	IEA
253485at2759	GO:0001701	P	IEA
253485at2759	GO:0002218	P	IEA
253485at2759	GO:0002230	P	IEA
253485at2759	GO:0002244	P	IEA
253485at2759	GO:0003677	F	IEA
253485at2759	GO:0003713	F	IEA
253485at2759	GO:0005654	C	IEA
253485at2759	GO:0005667	C	IEA
253485at2759	GO:0006260	P	IEA
253485at2759	GO:0006476	P	IEA
253485at2759	GO:0010971	P	IEA
253485at2759	GO:0017053	C	IEA
253485at2759	GO:0021895	P	IEA
253485at2759	GO:0030516	P	IEA
253485at2759	GO:0031453	P	IEA
253485at2759	GO:0034613	P	IEA
253485at2759	GO:0042754	P	IEA
253485at2759	GO:0043066	P	IEA
253485at2759	GO:0045666	P	IEA
253485at2759	GO:0045944	P	IEA
253485at2759	GO:0051595	P	IEA
253485at2759	GO:0061629	F	IEA
253485at2759	GO:0071333	P	IEA
253485at2759	GO:0140416	F	IEA
253485at2759	GO:1900181	P	IEA
253485at2759	GO:1901675	P	IEA
253485at2759	GO:2000678	P	IEA
47111at2759	GO:0030240	P	IMP
47111at2759	GO:0031444	P	IGI
47111at2759	GO:0071688	P	IMP
712400at2759	GO:0006477	P	IEA
712400at2759	GO:0008467	F	IEA
712400at2759	GO:0015015	P	IEA
712400at2759	GO:0046596	P	IEA
712400at2759	GO:0050819	P	IEA
807302at2759	GO:0016192	P	IEA
912212at2759	GO:0002725	P	IEA
912212at2759	GO:0005102	F	IEA
912212at2759	GO:0005654	C	IEA
912212at2759	GO:0005769	C	IEA
912212at2759	GO:0009897	C	IEA
912212at2759	GO:0010039	P	IEA
912212at2759	GO:0010862	P	IEA
912212at2759	GO:0030509	P	IEA
912212at2759	GO:0030881	F	IEA
912212at2759	GO:0031410	C	IEA
912212at2759	GO:0032092	P	IEA
912212at2759	GO:0034756	P	IEA
912212at2759	GO:0039706	F	IEA
912212at2759	GO:0045177	C	IEA
912212at2759	GO:0045178	C	IEA
912212at2759	GO:0048260	P	IEA
912212at2759	GO:0048471	C	IEA
912212at2759	GO:0055037	C	IEA
912212at2759	GO:0071281	P	IEA
912212at2759	GO:0090277	P	IEA
912212at2759	GO:1900121	P	IEA
912212at2759	GO:1900122	P	IEA
912212at2759	GO:1904283	P	IEA
912212at2759	GO:1904434	P	IEA
912212at2759	GO:1904437	P	IEA
912212at2759	GO:2000008	P	IEA
912212at2759	GO:2000059	P	IEA
912212at2759	GO:2000272	P	IEA
912212at2759	GO:2000273	P	IEA
912212at2759	GO:2001186	P	IEA
982312at2759	GO:0000785	C	IEA
982312at2759	GO:0000987	F	IEA
982312at2759	GO:0001227	F	IEA
982312at2759	GO:0001889	P	IEA
982312at2759	GO:0003682	F	IEA
982312at2759	GO:0006357	P	IEA
982312at2759	GO:0021634	P	IEA
982312at2759	GO:0031016	P	IEA
982312at2759	GO:0035265	P	IEA
982312at2759	GO:0043249	P	IEA
982312at2759	GO:0048565	P	IEA
982312at2759	GO:1902033	P	IEA
982312at2759	GO:2000471	P	IEA
1108845at2759	GO:0003676	F	IEA
1108845at2759	GO:0003677	F	IEA
1108845at2759	GO:0003887	F	IEA
1108845at2759	GO:0006139	P	IEA
1108845at2759	GO:0006260	P	IEA
1108845at2759	GO:0006261	P	IEA
1108845at2759	GO:0008408	F	IEA
1108845at2759	GO:0071897	P	IEA
1108845at2759	GO:0090305	P	IEA
1578484at2759	GO:0004729	F	IBA
1578484at2759	GO:0005739	C	HDA
1578484at2759	GO:0006779	P	ISO
1578484at2759	GO:0009410	P	IEA
1578484at2759	GO:0031304	C	IBA
1578484at2759	GO:0031305	C	ISO
1578484at2759	GO:0031966	C	ISO
1578484at2759	GO:0046501	P	ISO
1615913at2759	GO:0005654	C	IEA
1615913at2759	GO:0005829	C	IEA
1615913at2759	GO:0005886	C	IEA
1615913at2759	GO:0030335	P	IEA
1615913at2759	GO:0031235	C	IEA
1615913at2759	GO:0034451	C	IEA
1615913at2759	GO:0043066	P	IEA
1615913at2759	GO:0051491	P	IEA
43729at2759	GO:0030182	P	IEA
43729at2759	GO:0071944	C	IEA
516638at2759	GO:0005739	C	IEA
621852at2759	GO:0015174	F	ISO
621852at2759	GO:0015297	F	IEA
621852at2759	GO:0015822	P	ISO
1055578at2759	GO:0000166	F	IEA
1055578at2759	GO:0003924	F	IEA
1055578at2759	GO:0005525	F	IEA
1219799at2759	GO:0016020	C	IEA
1219799at2759	GO:0016021	C	IEA
1348942at2759	GO:0006808	P	IEA
1348942at2759	GO:0009409	P	IEA
1348942at2759	GO:0009737	P	IEA
1348942at2759	GO:0010187	P	IEA
1348942at2759	GO:0019900	F	IEA
1348942at2759	GO:0019903	F	IEA
1348942at2759	GO:0030307	P	IEA
1348942at2759	GO:0031929	P	IEA
1348942at2759	GO:0032008	P	IEA
1495110at2759	GO:0005886	C	IEA
1495110at2759	GO:0016020	C	IEA
1495110at2759	GO:0016021	C	IEA
204282at2759	GO:0005802	C	IDA
204282at2759	GO:0006661	P	TAS
204282at2759	GO:0006887	P	IEA
204282at2759	GO:0006897	P	IEA
204282at2759	GO:0007173	P	TAS
204282at2759	GO:0008286	P	TAS
204282at2759	GO:0010508	P	IMP
204282at2759	GO:0014829	P	TAS
204282at2759	GO:0016303	F	TAS
204282at2759	GO:0030136	C	IEA
204282at2759	GO:0030276	F	IDA
204282at2759	GO:0031410	C	IEA
204282at2759	GO:0031982	C	IDA
204282at2759	GO:0035005	F	TAS
204282at2759	GO:0048008	P	TAS
204282at2759	GO:0048268	P	TAS
204282at2759	GO:0061024	P	TAS
204282at2759	GO:0070062	C	HDA
204282at2759	GO:0090050	P	IMP
253485at2759	GO:0016787	F	IEA
344271at2759	GO:0006338	P	IEA
344271at2759	GO:0031011	C	IEA
344271at2759	GO:0071931	P	IEA
566769at2759	GO:0004812	F	IEA
566769at2759	GO:0006106	P	IEA
566769at2759	GO:0006412	P	IEA
566769at2759	GO:0006418	P	IEA
566769at2759	GO:0009152	P	IEA
566769at2759	GO:0046084	P	IEA
580439at2759	GO:0006282	P	IEA
580439at2759	GO:0008047	F	IEA
580439at2759	GO:0017116	F	IEA
580439at2759	GO:0033567	P	IEA
685678at2759	GO:0004842	F	IBA
685678at2759	GO:0016567	P	IEA
685678at2759	GO:0031146	P	IBA
776697at2759	GO:0001834	P	IEA
776697at2759	GO:0002021	P	IEA
776697at2759	GO:0009749	P	IEA
776697at2759	GO:0019838	F	IEA
776697at2759	GO:0019915	P	IEA
776697at2759	GO:0030262	P	IEA
776697at2759	GO:0032868	P	IEA
776697at2759	GO:0038092	P	IEA
776697at2759	GO:0038100	F	IEA
776697at2759	GO:0043065	P	IEA
776697at2759	GO:0043280	P	IEA
776697at2759	GO:0046676	P	IEA
776697at2759	GO:0048179	C	IEA
776697at2759	GO:1901164	P	IEA
776697at2759	GO:1901383	P	IEA
912212at2759	GO:0005576	C	IEA
960152at2759	GO:0002024	P	IEA
960152at2759	GO:0005739	C	IEA
960152at2759	GO:0006006	P	IEA
960152at2759	GO:0006629	P	IEA
960152at2759	GO:0007005	P	IEA
960152at2759	GO:0010637	P	IEA
960152at2759	GO:0016540	P	IEA
960152at2759	GO:0031638	P	IEA
960152at2759	GO:0031966	C	IEA
960152at2759	GO:0034982	P	IEA
960152at2759	GO:0042407	P	IEA
960152at2759	GO:0043065	P	IEA
960152at2759	GO:0097009	P	IEA
960152at2759	GO:0120162	P	IEA
960152at2759	GO:0140467	P	IEA
960152at2759	GO:0140468	P	IEA
960152at2759	GO:1903850	P	IEA
1036483at2759	GO:0008080	F	IEA
1159837at2759	GO:0003008	P	IEA
1159837at2759	GO:0003707	F	ISS
1159837at2759	GO:0004984	F	ISO
1159837at2759	GO:0005768	C	IEA
1159837at2759	GO:0005886	C	ISO
1159837at2759	GO:0016477	P	ISS
1159837at2759	GO:0030318	P	ISS
1159837at2759	GO:0031901	C	ISS
1159837at2759	GO:0038023	F	ISS
1159837at2759	GO:0043229	C	ISO
1159837at2759	GO:0043401	P	ISS
1159837at2759	GO:0043950	P	ISS
1159837at2759	GO:0045777	P	ISS
1159837at2759	GO:0071398	P	ISS
1159837at2759	GO:0097325	P	ISS
1159837at2759	GO:1900135	P	ISS
1161089at2759	GO:0005634	C	ISS
1161089at2759	GO:0005737	C	ISS
1161089at2759	GO:0006888	P	ISS
1161089at2759	GO:0044297	C	ISS
1161089at2759	GO:0090158	P	ISS
1436035at2759	GO:0005634	C	IBA
1436035at2759	GO:0005654	C	ISO
1436035at2759	GO:0005829	C	ISO
1436035at2759	GO:1901407	P	IBA
156081at2759	GO:0101026	P	IEA
1635950at2759	GO:0005684	C	IEA
204282at2759	GO:0000045	P	IEA
204282at2759	GO:0005770	C	IEA
204282at2759	GO:0006497	P	IEA
204282at2759	GO:0010506	P	IEA
204282at2759	GO:0016241	P	IEA
204282at2759	GO:0032465	P	IEA
204282at2759	GO:0034497	P	IEA
204282at2759	GO:0035032	C	IEA
204282at2759	GO:0042149	P	IEA
204282at2759	GO:0044754	C	IEA
204282at2759	GO:0045022	P	IEA
204282at2759	GO:0045335	C	IEA
204282at2759	GO:0097352	P	IEA
854035at2759	GO:0000166	F	IEA
854035at2759	GO:0004672	F	IEA
854035at2759	GO:0005524	F	IEA
854035at2759	GO:0006086	P	IEA
854035at2759	GO:0006468	P	IEA
854035at2759	GO:0045254	C	IEA
1015783at2759	GO:0000122	P	IEA
1015783at2759	GO:0000791	C	IEA
1015783at2759	GO:0000978	F	IEA
1015783at2759	GO:0005654	C	IEA
1015783at2759	GO:0005737	C	IEA
1015783at2759	GO:0016363	C	IEA
1015783at2759	GO:0042802	F	IEA
1015783at2759	GO:0061629	F	IEA
1015783at2759	GO:1902494	C	IEA
1024049at2759	GO:0009813	P	IEA
1024049at2759	GO:0009845	P	IEA
1024049at2759	GO:0010214	P	IEA
1024049at2759	GO:0016125	P	IEA
1154369at2759	GO:0005737	C	IDA
1154369at2759	GO:0005739	C	IDA
1154369at2759	GO:0043605	P	IDA
1154369at2759	GO:0050406	F	IEA
1154369at2759	GO:0110050	F	IDA
1215335at2759	GO:0070847	C	IBA
1278637at2759	GO:0005102	F	IEA
1278637at2759	GO:0006921	P	IEA
1278637at2759	GO:0008630	P	IBA
1278637at2759	GO:0008635	P	IEA
1278637at2759	GO:0031625	F	IEA
1278637at2759	GO:0031901	C	IEA
1278637at2759	GO:0032588	C	IEA
1278637at2759	GO:0033106	C	IEA
1278637at2759	GO:0042803	F	IEA
1278637at2759	GO:0043524	P	IEA
1278637at2759	GO:0051259	P	IEA
1278637at2759	GO:0051402	P	IEA
1278637at2759	GO:0051480	P	IEA
1278637at2759	GO:0051902	P	IEA
1278637at2759	GO:0055038	C	IEA
1278637at2759	GO:0060546	P	IEA
1278637at2759	GO:1901029	P	IEA
1278637at2759	GO:1901030	P	IEA
1278637at2759	GO:1902237	P	IEA
1278637at2759	GO:1903899	P	IEA
1278637at2759	GO:2001244	P	IEA
1337630at2759	GO:0031054	P	IBA
1476205at2759	GO:0003676	F	IEA
1476205at2759	GO:0003723	F	IEA
1509390at2759	GO:0019898	C	IEA
1509390at2759	GO:0030133	C	IEA
1509390at2759	GO:0031083	C	IEA
344271at2759	GO:0006281	P	IEA
344271at2759	GO:0006310	P	IEA
344271at2759	GO:0006338	P	ISS
344271at2759	GO:0006355	P	ISS
344271at2759	GO:0006974	P	IEA
359213at2759	GO:0016020	C	IBA
359213at2759	GO:0042626	F	IBA
359213at2759	GO:0055085	P	IBA
392369at2759	GO:0003824	F	IEA
392369at2759	GO:0004672	F	IEA
392369at2759	GO:0004674	F	IEA
392369at2759	GO:0006468	P	IEA
712400at2759	GO:0003341	P	IEA
712400at2759	GO:0044782	P	IEA
712400at2759	GO:0046718	P	IEA
712400at2759	GO:0060271	P	IEA
727365at2759	GO:0044550	P	IEA
727365at2759	GO:0071949	F	IEA
834258at2759	GO:0097573	F	IEA
1015783at2759	GO:0003714	F	IEA
1015783at2759	GO:0010628	P	IEA
1015783at2759	GO:0051571	P	IEA
1015783at2759	GO:0051573	P	IEA
1082304at2759	GO:0007204	P	IEA
1083825at2759	GO:0006508	P	IEA
1083825at2759	GO:0008233	F	IEA
1422066at2759	GO:0007032	P	IEA
1422066at2759	GO:0032006	P	IEA
220278at2759	GO:0006740	P	IBA
220278at2759	GO:0050661	F	IEA
220278at2759	GO:0051287	F	IBA
220278at2759	GO:0072593	P	IEA
335779at2759	GO:0000244	P	IEA
335779at2759	GO:0003713	F	IEA
335779at2759	GO:0003723	F	IEA
335779at2759	GO:0005682	C	IEA
335779at2759	GO:0006403	P	IEA
335779at2759	GO:0016607	C	IEA
335779at2759	GO:0042802	F	IEA
335779at2759	GO:0043021	F	IEA
335779at2759	GO:0045944	P	IEA
335779at2759	GO:0050681	F	IEA
335779at2759	GO:0071005	C	IEA
335779at2759	GO:0071013	C	IEA
370022at2759	GO:0008152	P	IEA
370022at2759	GO:0008422	F	IEA
370022at2759	GO:0016787	F	IEA
370022at2759	GO:0016798	F	IEA
370022at2759	GO:0052861	F	IEA
370022at2759	GO:0052862	F	IEA
400911at2759	GO:0006177	P	IEA
400911at2759	GO:0044208	P	IEA
400911at2759	GO:0097294	P	IEA
7189at2759	GO:0005681	C	IEA
768315at2759	GO:0002027	P	ISO
768315at2759	GO:0008406	P	ISO
768315at2759	GO:0010468	P	ISO
768315at2759	GO:0042551	P	ISO
768315at2759	GO:0048468	P	ISO
768315at2759	GO:0048701	P	ISO
768315at2759	GO:0060040	P	ISO
768315at2759	GO:1990837	F	ISO
1060606at2759	GO:0016705	F	IEA
1094172at2759	GO:0006892	P	IEA
1094172at2759	GO:0030148	P	IEA
1094172at2759	GO:0032511	P	IEA
1159451at2759	GO:0005634	C	IBA
1159451at2759	GO:0005654	C	IEA
1159451at2759	GO:0030915	C	IBA
1159451at2759	GO:0043231	C	IEA
1159451at2759	GO:0046983	F	IEA
1159451at2759	GO:2001022	P	IEA
1194328at2759	GO:0000122	P	IEA
1194328at2759	GO:0002903	P	IEA
1194328at2759	GO:0003682	F	IEA
1194328at2759	GO:0003714	F	IEA
1194328at2759	GO:0005694	C	IEA
1194328at2759	GO:0005829	C	IEA
1194328at2759	GO:0031491	F	IEA
1194328at2759	GO:0031497	P	IEA
1194328at2759	GO:0034644	P	IEA
1194328at2759	GO:0035067	P	IEA
1194328at2759	GO:0042393	F	IEA
1194328at2759	GO:0140297	F	IEA
1194328at2759	GO:2001243	P	IEA
1276527at2759	GO:0006164	P	ISO
1276527at2759	GO:0014074	P	IEP
1276527at2759	GO:0044208	P	ISO
1276527at2759	GO:0060359	P	IEP
1331328at2759	GO:0000122	P	IMP
1331328at2759	GO:0003231	P	IMP
1331328at2759	GO:0003677	F	IEA
1331328at2759	GO:0003713	F	IDA
1331328at2759	GO:0005634	C	IDA
1331328at2759	GO:0005737	C	ISO
1331328at2759	GO:0005854	C	ISO
1331328at2759	GO:0006620	P	IEA
1331328at2759	GO:0007507	P	IMP
1331328at2759	GO:0010664	P	IMP
1331328at2759	GO:0017025	F	IDA
1331328at2759	GO:0032266	F	IEA
1331328at2759	GO:0042060	P	IMP
1331328at2759	GO:0043403	P	IMP
1331328at2759	GO:0045944	P	IMP
1331328at2759	GO:0048633	P	IMP
1331328at2759	GO:0048742	P	IMP
1331328at2759	GO:0051451	P	IMP
1331328at2759	GO:0061384	P	IMP
1331328at2759	GO:0070273	F	IEA
1331328at2759	GO:0070300	F	IEA
1331328at2759	GO:0080025	F	IEA
1331328at2759	GO:1905551	P	ISO
1331328at2759	GO:2000138	P	IMP
1442074at2759	GO:0005515	F	IPI
1541869at2759	GO:0005689	C	ISO
1566576at2759	GO:0005829	C	IEA
1576404at2759	GO:0003712	F	IEA
1576404at2759	GO:0005634	C	IEA
1576404at2759	GO:0006357	P	IEA
1576404at2759	GO:0016592	C	IEA
1584810at2759	GO:0043170	P	IEA
1584810at2759	GO:0044238	P	IEA
1622159at2759	GO:0008623	C	IEA
204282at2759	GO:0005886	C	IBA
204282at2759	GO:0035005	F	IBA
213907at2759	GO:0004930	F	IEA
213907at2759	GO:0007165	P	IEA
213907at2759	GO:0007186	P	IEA
52746at2759	GO:0005509	F	IBA
52746at2759	GO:0005544	F	IBA
52746at2759	GO:0008429	F	IBA
52746at2759	GO:0031210	F	IBA
52746at2759	GO:0031227	C	IBA
52746at2759	GO:0031234	C	IBA
52746at2759	GO:0035091	F	IBA
52746at2759	GO:0140268	C	ISS
692945at2759	GO:0005515	F	IPI
692945at2759	GO:0005886	C	IDA
692945at2759	GO:0005930	C	IDA
692945at2759	GO:0005938	C	IDA
692945at2759	GO:0016324	C	IDA
692945at2759	GO:0016476	P	IMP
692945at2759	GO:0032185	P	IMP
692945at2759	GO:0032880	P	IMP
692945at2759	GO:0060031	P	IMP
692945at2759	GO:0060271	P	IMP
692945at2759	GO:0090163	P	IMP
80000at2759	GO:0006355	P	IEA
80000at2759	GO:0016592	C	IEA
1263874at2759	GO:0003951	F	IBA
1263874at2759	GO:0006741	P	IBA
1373724at2759	GO:0009507	C	IEA
1373724at2759	GO:0045454	P	IEA
1484710at2759	GO:0003735	F	IEA
1484710at2759	GO:0005840	C	IEA
1484710at2759	GO:0006412	P	IEA
204282at2759	GO:0001525	P	IEA
552726at2759	GO:0001772	C	IEA
552726at2759	GO:0001845	P	IEA
552726at2759	GO:0001891	C	IEA
552726at2759	GO:0003785	F	IEA
552726at2759	GO:0005769	C	IEA
552726at2759	GO:0005911	C	IEA
552726at2759	GO:0005938	C	IEA
552726at2759	GO:0006816	P	IEA
552726at2759	GO:0006909	P	IEA
552726at2759	GO:0008022	F	IEA
552726at2759	GO:0008064	P	IEA
552726at2759	GO:0008092	F	IEA
552726at2759	GO:0008360	P	IEA
552726at2759	GO:0030335	P	IEA
552726at2759	GO:0030424	C	IEA
552726at2759	GO:0030595	P	IEA
552726at2759	GO:0030670	C	IEA
552726at2759	GO:0030833	P	IEA
552726at2759	GO:0030864	C	IEA
552726at2759	GO:0031339	P	IEA
552726at2759	GO:0031589	P	IEA
552726at2759	GO:0032036	F	IEA
552726at2759	GO:0032796	P	IEA
552726at2759	GO:0032956	P	IEA
552726at2759	GO:0032991	C	IEA
552726at2759	GO:0034097	P	IEA
552726at2759	GO:0038180	P	IEA
552726at2759	GO:0042102	P	IEA
552726at2759	GO:0042803	F	IEA
552726at2759	GO:0043029	P	IEA
552726at2759	GO:0043320	P	IEA
552726at2759	GO:0043524	P	IEA
552726at2759	GO:0043548	F	IEA
552726at2759	GO:0045202	C	IEA
552726at2759	GO:0045335	C	IEA
552726at2759	GO:0048873	P	IEA
552726at2759	GO:0050870	P	IEA
552726at2759	GO:0050918	P	IEA
552726at2759	GO:0051126	P	IEA
552726at2759	GO:0051279	P	IEA
552726at2759	GO:0061502	P	IEA
552726at2759	GO:0071353	P	IEA
552726at2759	GO:0098978	C	IEA
776697at2759	GO:0001569	P	IEA
776697at2759	GO:0001702	P	IEA
776697at2759	GO:0001755	P	IEA
776697at2759	GO:0002526	P	IEA
776697at2759	GO:0003143	P	IEA
776697at2759	GO:0003181	P	IEA
776697at2759	GO:0003274	P	IEA
776697at2759	GO:0003289	P	IEA
776697at2759	GO:0007281	P	IEA
776697at2759	GO:0007368	P	IEA
776697at2759	GO:0007369	P	IEA
776697at2759	GO:0007498	P	IEA
776697at2759	GO:0009968	P	IEA
776697at2759	GO:0018107	P	IEA
776697at2759	GO:0030278	P	IEA
776697at2759	GO:0030335	P	IEA
776697at2759	GO:0032926	P	IEA
776697at2759	GO:0045177	C	IEA
776697at2759	GO:0045296	F	IEA
776697at2759	GO:0050731	P	IEA
776697at2759	GO:0051145	P	IEA
776697at2759	GO:0060037	P	IEA
776697at2759	GO:0060389	P	IEA
776697at2759	GO:0060923	P	IEA
776697at2759	GO:0061445	P	IEA
776697at2759	GO:1905007	P	IEA
776697at2759	GO:1990782	F	IEA
776697at2759	GO:2000017	P	IEA
776697at2759	GO:2000134	P	IEA
776697at2759	GO:2001237	P	IEA
788659at2759	GO:0001570	P	IEA
788659at2759	GO:0001944	P	IEA
788659at2759	GO:0001947	P	IEA
788659at2759	GO:0003171	P	IEA
788659at2759	GO:0003272	P	IEA
788659at2759	GO:0004930	F	IEA
788659at2759	GO:0005886	C	IEA
788659at2759	GO:0007165	P	IEA
788659at2759	GO:0007186	P	IEA
788659at2759	GO:0007369	P	IEA
788659at2759	GO:0007512	P	IEA
788659at2759	GO:0010468	P	IEA
788659at2759	GO:0010629	P	IEA
788659at2759	GO:0016020	C	IEA
788659at2759	GO:0016021	C	IEA
788659at2759	GO:0031065	P	IEA
788659at2759	GO:0035886	P	IEA
788659at2759	GO:0035904	P	IEA
788659at2759	GO:0043951	P	IEA
788659at2759	GO:0045766	P	IEA
788659at2759	GO:0051281	P	IEA
788659at2759	GO:0060183	P	IEA
788659at2759	GO:0060412	P	IEA
788659at2759	GO:0060841	P	IEA
788659at2759	GO:0060976	P	IEA
788659at2759	GO:1903589	P	IEA
788659at2759	GO:1903596	P	IEA
788659at2759	GO:1904325	P	IEA
932490at2759	GO:0042802	F	IEA
944155at2759	GO:0005886	C	IEA
944155at2759	GO:0015485	F	IEA
944155at2759	GO:0015918	P	IEA
944155at2759	GO:0071397	P	IEA
944155at2759	GO:0120020	F	IEA
944155at2759	GO:0140268	C	IEA
1044393at2759	GO:0000151	C	IBA
1044393at2759	GO:0004842	F	IEA
1044393at2759	GO:0006355	P	IEA
1044393at2759	GO:0009909	P	IEA
1044393at2759	GO:0009933	P	IEA
1044393at2759	GO:0010074	P	IEA
1044393at2759	GO:0010193	P	IEA
1044393at2759	GO:0016567	P	IEA
1044393at2759	GO:0030154	P	IEA
1044393at2759	GO:0031146	P	IEA
1044393at2759	GO:0042127	P	IEA
1044393at2759	GO:1901342	P	IEA
1390068at2759	GO:0004090	F	IEA
1390068at2759	GO:0071704	P	IEA
1454872at2759	GO:0006302	P	IBA
1454872at2759	GO:0007064	P	IBA
1454872at2759	GO:0007080	P	IBA
1454872at2759	GO:0031536	P	IBA
1454872at2759	GO:0071922	P	IBA
203278at2759	GO:0016020	C	IEA
203278at2759	GO:0016021	C	IEA
621852at2759	GO:0015184	F	IEA
621852at2759	GO:0015811	P	IEA
621852at2759	GO:0031526	C	IEA
1588694at2759	GO:0016020	C	IEA
1588694at2759	GO:0016021	C	IEA
54215at2759	GO:0005506	F	IEA
768315at2759	GO:0001656	P	IEA
768315at2759	GO:0072086	P	IEA
768315at2759	GO:0072272	P	IEA
776697at2759	GO:0001502	P	IEA
776697at2759	GO:0001550	P	IEA
776697at2759	GO:0001654	P	IEA
776697at2759	GO:0006954	P	IEA
776697at2759	GO:0031290	P	IEA
776697at2759	GO:0042698	P	IEA
776697at2759	GO:0043010	P	IEA
776697at2759	GO:0060041	P	IEA
776697at2759	GO:0060348	P	IEA
776697at2759	GO:0071363	P	IEA
776697at2759	GO:1902043	P	IEA
1059849at2759	GO:0008295	P	IBA
1069900at2759	GO:0006508	P	IEA
1069900at2759	GO:0008233	F	IEA
1069900at2759	GO:0016567	P	IBA
1069900at2759	GO:0031464	C	IBA
1094172at2759	GO:0016746	F	IEA
1101882at2759	GO:0004559	F	IBA
1358374at2759	GO:0016071	P	IEA
1495685at2759	GO:0022626	C	IEA
22053at2759	GO:0005201	F	IEA
22053at2759	GO:0005576	C	IEA
22053at2759	GO:0007605	P	IEA
22053at2759	GO:0031012	C	IEA
22053at2759	GO:0031225	C	IEA
22053at2759	GO:0062023	C	IEA
237505at2759	GO:0000166	F	IEA
237505at2759	GO:0001653	F	IEA
237505at2759	GO:0004672	F	IEA
237505at2759	GO:0005524	F	IEA
237505at2759	GO:0006468	P	IEA
237505at2759	GO:0016020	C	IEA
237505at2759	GO:0016021	C	IEA
237505at2759	GO:0016301	F	IEA
237505at2759	GO:0016310	P	IEA
237505at2759	GO:0016740	F	IEA
785883at2759	GO:0004402	F	IEA
785883at2759	GO:0016573	P	IEA
877394at2759	GO:0000708	P	IEA
877394at2759	GO:0000723	P	IEA
877394at2759	GO:0000775	C	IEA
877394at2759	GO:0006312	P	IEA
877394at2759	GO:0007533	P	IEA
877394at2759	GO:0120290	P	IEA
877394at2759	GO:1990918	P	IEA
1094172at2759	GO:0042759	P	ISS
1101882at2759	GO:0004571	F	IEA
1101882at2759	GO:0006517	P	IEA
1101882at2759	GO:0016063	P	IEA
1101882at2759	GO:0035010	P	IEA
1101882at2759	GO:0052767	F	IEA
1174514at2759	GO:0032589	C	IBA
1174514at2759	GO:0050808	P	IBA
1263401at2759	GO:0030154	P	IEA
1362234at2759	GO:0004725	F	IBA
1454608at2759	GO:0006580	P	IEA
1454608at2759	GO:0009229	P	IEA
1454608at2759	GO:0016791	F	IBA
1454608at2759	GO:0042131	F	IEA
203278at2759	GO:0006913	P	IEA
203278at2759	GO:0033036	P	IEA
203278at2759	GO:0071702	P	IEA
257031at2759	GO:0004963	F	ISS
257031at2759	GO:0005886	C	ISS
257031at2759	GO:0005887	C	IBA
257031at2759	GO:0007186	P	ISS
257031at2759	GO:0007189	P	IBA
257031at2759	GO:0007190	P	IBA
257031at2759	GO:0008528	F	IBA
257031at2759	GO:0008584	P	IBA
257031at2759	GO:0009755	P	IBA
257031at2759	GO:0010738	P	ISS
257031at2759	GO:0014068	P	ISS
257031at2759	GO:0016021	C	ISS
257031at2759	GO:0033686	P	IEP
257031at2759	GO:0042699	P	ISS
257031at2759	GO:0043235	C	ISS
257031at2759	GO:0070374	P	ISS
257031at2759	GO:0071372	P	ISS
685597at2759	GO:0055085	P	IEA
854035at2759	GO:0005759	C	IEA
854035at2759	GO:1990204	C	IEA
904932at2759	GO:0019619	P	IEA
904932at2759	GO:0047472	F	IEA
991378at2759	GO:0016301	F	IEA
991378at2759	GO:0016310	P	IEA
1114069at2759	GO:0003676	F	IEA
1214879at2759	GO:0016020	C	IEA
1214879at2759	GO:0016021	C	IEA
1320977at2759	GO:0004364	F	IBA
153176at2759	GO:0005794	C	IBA
153176at2759	GO:0006888	P	IBA
153176at2759	GO:0007030	P	IBA
153176at2759	GO:0031267	F	IBA
